<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.02	12:00:00	1.07200	1.07226	1.07169	1.07202	321	0	1
2024.07.03	00:00:00	1.07444	1.07456	1.07368	1.07443	236	0	2
2024.07.03	01:00:00	1.07445	1.07492	1.07445	1.07490	434	0	0
2024.07.03	02:00:00	1.07490	1.07492	1.07466	1.07481	475	0	0
2024.07.03	03:00:00	1.07481	1.07543	1.07472	1.07480	945	0	0
2024.07.03	04:00:00	1.07480	1.07480	1.07406	1.07419	721	0	0
2024.07.03	05:00:00	1.07419	1.07469	1.07419	1.07439	679	0	1
2024.07.03	06:00:00	1.07437	1.07451	1.07430	1.07436	542	0	1
2024.07.03	07:00:00	1.07436	1.07446	1.07419	1.07424	379	0	1
2024.07.03	08:00:00	1.07424	1.07424	1.07360	1.07386	677	0	0
2024.07.03	09:00:00	1.07386	1.07481	1.07368	1.07470	1571	0	1
2024.07.03	10:00:00	1.07469	1.07617	1.07469	1.07596	2225	0	0
2024.07.03	11:00:00	1.07596	1.07635	1.07553	1.07582	1673	0	0
2024.07.03	12:00:00	1.07581	1.07623	1.07544	1.07552	1681	0	1
2024.07.03	13:00:00	1.07552	1.07627	1.07525	1.07584	1464	0	1
2024.07.03	14:00:00	1.07585	1.07621	1.07563	1.07576	1429	0	1
2024.07.03	15:00:00	1.07575	1.07782	1.07550	1.07744	2250	0	0
2024.07.03	16:00:00	1.07745	1.07923	1.07718	1.07883	2303	0	1
2024.07.03	17:00:00	1.07879	1.08168	1.07879	1.08058	3971	0	0
2024.07.03	18:00:00	1.08057	1.08090	1.07970	1.07988	2597	0	0
2024.07.03	19:00:00	1.07988	1.08004	1.07919	1.07957	1591	0	0
2024.07.03	20:00:00	1.07958	1.07958	1.07820	1.07834	1056	0	0
2024.07.03	21:00:00	1.07834	1.07846	1.07781	1.07802	886	0	1
2024.07.03	22:00:00	1.07800	1.07877	1.07798	1.07849	674	0	1
2024.07.03	23:00:00	1.07849	1.07885	1.07810	1.07810	480	0	0
2024.07.04	00:00:00	1.07804	1.07869	1.07778	1.07863	289	0	1
2024.07.04	01:00:00	1.07856	1.07901	1.07856	1.07895	360	0	0
2024.07.04	02:00:00	1.07895	1.07916	1.07881	1.07911	349	0	0
2024.07.04	03:00:00	1.07911	1.07937	1.07888	1.07926	807	0	0
2024.07.04	04:00:00	1.07926	1.07950	1.07881	1.07907	1013	0	1
2024.07.04	05:00:00	1.07908	1.07914	1.07863	1.07863	594	0	1
2024.07.04	06:00:00	1.07863	1.07874	1.07835	1.07852	572	0	1
2024.07.04	07:00:00	1.07853	1.07872	1.07848	1.07865	526	0	1
2024.07.04	08:00:00	1.07865	1.07908	1.07847	1.07901	738	0	1
2024.07.04	09:00:00	1.07901	1.07933	1.07850	1.07925	1758	0	0
2024.07.04	10:00:00	1.07924	1.07967	1.07890	1.07945	1950	0	0
2024.07.04	11:00:00	1.07946	1.08030	1.07939	1.08018	1857	0	0
2024.07.04	12:00:00	1.08017	1.08029	1.07953	1.07977	1533	0	1
2024.07.04	13:00:00	1.07977	1.08015	1.07939	1.08009	1244	0	1
2024.07.04	14:00:00	1.08009	1.08020	1.07962	1.07970	1356	0	1
2024.07.04	15:00:00	1.07969	1.08021	1.07959	1.07970	1347	0	1
2024.07.04	16:00:00	1.07969	1.08016	1.07945	1.08010	1413	0	0
2024.07.04	17:00:00	1.08010	1.08092	1.07993	1.08082	1563	0	0
2024.07.04	18:00:00	1.08083	1.08138	1.08070	1.08107	1071	0	1
2024.07.04	19:00:00	1.08107	1.08137	1.08097	1.08122	557	0	0
2024.07.04	20:00:00	1.08122	1.08126	1.08106	1.08115	240	0	1
2024.07.04	21:00:00	1.08115	1.08125	1.08110	1.08119	209	0	0
2024.07.04	22:00:00	1.08119	1.08131	1.08118	1.08130	343	0	1
2024.07.04	23:00:00	1.08129	1.08137	1.08091	1.08100	548	0	0
2024.07.05	00:00:00	1.08089	1.08116	1.08088	1.08105	239	0	5
2024.07.05	01:00:00	1.08105	1.08136	1.08101	1.08117	323	0	0
2024.07.05	02:00:00	1.08117	1.08120	1.08095	1.08104	552	0	0
2024.07.05	03:00:00	1.08104	1.08179	1.08102	1.08147	1036	0	1
2024.07.05	04:00:00	1.08146	1.08179	1.08137	1.08158	898	0	1
2024.07.05	05:00:00	1.08158	1.08180	1.08142	1.08179	628	0	1
2024.07.05	06:00:00	1.08179	1.08244	1.08177	1.08217	834	0	0
2024.07.05	07:00:00	1.08218	1.08226	1.08196	1.08220	703	0	1
2024.07.05	08:00:00	1.08220	1.08225	1.08192	1.08214	688	0	1
2024.07.05	09:00:00	1.08214	1.08258	1.08188	1.08192	1188	0	1
2024.07.05	10:00:00	1.08193	1.08302	1.08164	1.08291	1818	0	0
2024.07.05	11:00:00	1.08289	1.08305	1.08227	1.08280	1501	0	0
2024.07.05	12:00:00	1.08280	1.08307	1.08257	1.08265	1249	0	0
2024.07.05	13:00:00	1.08265	1.08318	1.08222	1.08247	1195	0	0
2024.07.05	14:00:00	1.08247	1.08252	1.08182	1.08190	1208	0	1
2024.07.05	15:00:00	1.08191	1.08418	1.08026	1.08296	3651	0	0
2024.07.05	16:00:00	1.08296	1.08340	1.08142	1.08192	3829	0	0
2024.07.05	17:00:00	1.08192	1.08262	1.08107	1.08240	3395	0	0
2024.07.05	18:00:00	1.08239	1.08305	1.08192	1.08277	2367	0	0
2024.07.05	19:00:00	1.08278	1.08303	1.08232	1.08254	1436	0	0
2024.07.05	20:00:00	1.08255	1.08304	1.08249	1.08279	1123	0	1
2024.07.05	21:00:00	1.08280	1.08371	1.08276	1.08371	1027	0	0
2024.07.05	22:00:00	1.08368	1.08425	1.08365	1.08411	1154	0	0
2024.07.05	23:00:00	1.08409	1.08410	1.08363	1.08397	907	0	0
2024.07.08	00:00:00	1.08020	1.08211	1.08002	1.08191	462	0	1
2024.07.08	01:00:00	1.08268	1.08327	1.08243	1.08245	772	0	1
2024.07.08	02:00:00	1.08247	1.08279	1.08219	1.08258	862	0	1
2024.07.08	03:00:00	1.08257	1.08294	1.08187	1.08216	1292	0	0
2024.07.08	04:00:00	1.08216	1.08294	1.08201	1.08291	1204	0	0
2024.07.08	05:00:00	1.08291	1.08300	1.08250	1.08260	901	0	1
2024.07.08	06:00:00	1.08260	1.08362	1.08259	1.08314	905	0	0
2024.07.08	07:00:00	1.08315	1.08317	1.08273	1.08287	641	0	1
2024.07.08	08:00:00	1.08287	1.08299	1.08211	1.08223	1034	0	0
2024.07.08	09:00:00	1.08227	1.08292	1.08146	1.08217	2150	0	0
2024.07.08	10:00:00	1.08217	1.08381	1.08208	1.08368	2680	0	0
2024.07.08	11:00:00	1.08369	1.08429	1.08346	1.08384	2215	0	1
2024.07.08	12:00:00	1.08382	1.08417	1.08353	1.08381	1669	0	1
2024.07.08	13:00:00	1.08381	1.08398	1.08237	1.08298	1594	0	1
2024.07.08	14:00:00	1.08298	1.08335	1.08268	1.08334	1693	0	1
2024.07.08	15:00:00	1.08335	1.08446	1.08322	1.08436	2177	0	0
2024.07.08	16:00:00	1.08442	1.08449	1.08383	1.08411	2260	0	0
2024.07.08	17:00:00	1.08408	1.08447	1.08322	1.08347	2343	0	1
2024.07.08	18:00:00	1.08348	1.08361	1.08312	1.08348	1644	0	1
2024.07.08	19:00:00	1.08346	1.08360	1.08285	1.08323	1193	0	0
2024.07.08	20:00:00	1.08322	1.08336	1.08294	1.08320	1040	0	1
2024.07.08	21:00:00	1.08320	1.08320	1.08234	1.08259	957	0	1
2024.07.08	22:00:00	1.08259	1.08266	1.08222	1.08249	1046	0	0
2024.07.08	23:00:00	1.08249	1.08250	1.08220	1.08232	698	0	0
2024.07.09	00:00:00	1.08223	1.08246	1.08222	1.08245	195	0	6
2024.07.09	01:00:00	1.08243	1.08258	1.08240	1.08257	356	0	1
2024.07.09	02:00:00	1.08258	1.08314	1.08256	1.08306	436	0	1
2024.07.09	03:00:00	1.08309	1.08333	1.08263	1.08270	753	0	0
2024.07.09	04:00:00	1.08270	1.08297	1.08227	1.08236	913	0	1
2024.07.09	05:00:00	1.08236	1.08275	1.08191	1.08265	777	0	1
2024.07.09	06:00:00	1.08264	1.08298	1.08259	1.08282	537	0	1
2024.07.09	07:00:00	1.08281	1.08312	1.08279	1.08296	574	0	1
2024.07.09	08:00:00	1.08296	1.08307	1.08261	1.08286	760	0	1
2024.07.09	09:00:00	1.08286	1.08302	1.08237	1.08249	1350	0	0
2024.07.09	10:00:00	1.08247	1.08299	1.08171	1.08175	1904	0	0
2024.07.09	11:00:00	1.08175	1.08241	1.08150	1.08225	1624	0	0
2024.07.09	12:00:00	1.08224	1.08258	1.08185	1.08227	1309	0	0
2024.07.09	13:00:00	1.08226	1.08284	1.08202	1.08223	1308	0	1
2024.07.09	14:00:00	1.08222	1.08240	1.08121	1.08137	1480	0	0
2024.07.09	15:00:00	1.08138	1.08177	1.08125	1.08157	1798	0	0
2024.07.09	16:00:00	1.08156	1.08260	1.08156	1.08219	2233	0	0
2024.07.09	17:00:00	1.08219	1.08279	1.08096	1.08154	3510	0	0
2024.07.09	18:00:00	1.08154	1.08192	1.08055	1.08126	2470	0	0
2024.07.09	19:00:00	1.08127	1.08162	1.08058	1.08098	1665	0	0
2024.07.09	20:00:00	1.08099	1.08137	1.08064	1.08092	1513	0	0
2024.07.09	21:00:00	1.08091	1.08143	1.08082	1.08133	1356	0	0
2024.07.09	22:00:00	1.08137	1.08159	1.08107	1.08140	1041	0	0
2024.07.09	23:00:00	1.08143	1.08166	1.08129	1.08131	516	0	1
2024.07.10	00:00:00	1.08115	1.08156	1.08092	1.08150	234	0	1
2024.07.10	01:00:00	1.08150	1.08154	1.08134	1.08145	320	0	0
2024.07.10	02:00:00	1.08146	1.08161	1.08141	1.08144	409	0	1
2024.07.10	03:00:00	1.08143	1.08167	1.08112	1.08122	860	0	1
2024.07.10	04:00:00	1.08121	1.08154	1.08107	1.08146	928	0	1
2024.07.10	05:00:00	1.08146	1.08169	1.08119	1.08168	1007	0	1
2024.07.10	06:00:00	1.08168	1.08211	1.08164	1.08201	549	0	1
2024.07.10	07:00:00	1.08201	1.08205	1.08175	1.08185	653	0	1
2024.07.10	08:00:00	1.08185	1.08212	1.08159	1.08176	702	0	1
2024.07.10	09:00:00	1.08175	1.08234	1.08148	1.08220	1472	0	0
2024.07.10	10:00:00	1.08221	1.08249	1.08150	1.08162	1959	0	1
2024.07.10	11:00:00	1.08161	1.08201	1.08119	1.08153	1633	0	0
2024.07.10	12:00:00	1.08151	1.08251	1.08145	1.08187	1689	0	0
2024.07.10	13:00:00	1.08187	1.08239	1.08133	1.08218	1510	0	0
2024.07.10	14:00:00	1.08215	1.08268	1.08197	1.08256	1410	0	1
2024.07.10	15:00:00	1.08254	1.08281	1.08231	1.08270	1707	0	0
2024.07.10	16:00:00	1.08269	1.08288	1.08201	1.08225	2273	0	0
2024.07.10	17:00:00	1.08226	1.08284	1.08198	1.08232	2359	0	0
2024.07.10	18:00:00	1.08234	1.08276	1.08210	1.08223	1800	0	0
2024.07.10	19:00:00	1.08226	1.08277	1.08215	1.08269	1252	0	0
2024.07.10	20:00:00	1.08269	1.08287	1.08208	1.08221	1366	0	0
2024.07.10	21:00:00	1.08221	1.08252	1.08174	1.08250	1130	0	1
2024.07.10	22:00:00	1.08249	1.08296	1.08238	1.08288	890	0	0
2024.07.10	23:00:00	1.08288	1.08299	1.08274	1.08296	649	0	1
2024.07.11	00:00:00	1.08284	1.08299	1.08249	1.08286	222	0	9
2024.07.11	01:00:00	1.08294	1.08332	1.08294	1.08328	371	0	1
2024.07.11	02:00:00	1.08329	1.08365	1.08309	1.08331	458	0	1
2024.07.11	03:00:00	1.08331	1.08367	1.08324	1.08351	834	0	1
2024.07.11	04:00:00	1.08351	1.08400	1.08323	1.08393	774	0	1
2024.07.11	05:00:00	1.08394	1.08402	1.08369	1.08372	610	0	1
2024.07.11	06:00:00	1.08371	1.08389	1.08355	1.08379	635	0	1
2024.07.11	07:00:00	1.08379	1.08387	1.08355	1.08364	473	0	1
2024.07.11	08:00:00	1.08364	1.08377	1.08344	1.08344	628	0	0
2024.07.11	09:00:00	1.08343	1.08396	1.08321	1.08341	1541	0	1
2024.07.11	10:00:00	1.08340	1.08400	1.08322	1.08395	1655	0	1
2024.07.11	11:00:00	1.08395	1.08477	1.08382	1.08473	1493	0	0
2024.07.11	12:00:00	1.08474	1.08527	1.08431	1.08468	1583	0	1
2024.07.11	13:00:00	1.08467	1.08524	1.08454	1.08488	1314	0	0
2024.07.11	14:00:00	1.08488	1.08577	1.08488	1.08547	1378	0	1
2024.07.11	15:00:00	1.08547	1.08995	1.08446	1.08874	4038	0	0
2024.07.11	16:00:00	1.08868	1.08990	1.08686	1.08866	4900	0	0
2024.07.11	17:00:00	1.08866	1.08897	1.08706	1.08784	3739	0	0
2024.07.11	18:00:00	1.08785	1.08807	1.08665	1.08696	3010	0	0
2024.07.11	19:00:00	1.08695	1.08705	1.08639	1.08669	1931	0	0
2024.07.11	20:00:00	1.08669	1.08674	1.08598	1.08608	2223	0	0
2024.07.11	21:00:00	1.08608	1.08691	1.08603	1.08679	1649	0	1
2024.07.11	22:00:00	1.08679	1.08700	1.08641	1.08648	1344	0	0
2024.07.11	23:00:00	1.08644	1.08677	1.08640	1.08677	596	0	0
2024.07.12	00:00:00	1.08676	1.08678	1.08598	1.08663	253	0	10
2024.07.12	01:00:00	1.08657	1.08682	1.08638	1.08663	684	0	1
2024.07.12	02:00:00	1.08665	1.08743	1.08649	1.08741	1503	0	0
2024.07.12	03:00:00	1.08739	1.08744	1.08678	1.08698	1626	0	0
2024.07.12	04:00:00	1.08698	1.08720	1.08637	1.08646	1106	0	1
2024.07.12	05:00:00	1.08647	1.08674	1.08634	1.08659	1124	0	1
2024.07.12	06:00:00	1.08657	1.08708	1.08645	1.08688	1038	0	1
2024.07.12	07:00:00	1.08688	1.08710	1.08682	1.08698	778	0	1
2024.07.12	08:00:00	1.08701	1.08724	1.08676	1.08693	1071	0	1
2024.07.12	09:00:00	1.08697	1.08722	1.08632	1.08650	1616	0	0
2024.07.12	10:00:00	1.08649	1.08761	1.08619	1.08754	1903	0	1
2024.07.12	11:00:00	1.08755	1.08872	1.08753	1.08867	1883	0	1
2024.07.12	12:00:00	1.08867	1.08892	1.08814	1.08852	1538	0	0
2024.07.12	13:00:00	1.08851	1.08918	1.08846	1.08900	1430	0	0
2024.07.12	14:00:00	1.08900	1.08923	1.08865	1.08876	1438	0	1
2024.07.12	15:00:00	1.08877	1.08928	1.08727	1.08905	3551	0	1
2024.07.12	16:00:00	1.08910	1.08980	1.08867	1.08949	3655	0	0
2024.07.12	17:00:00	1.08962	1.09094	1.08931	1.09092	3404	0	0
2024.07.12	18:00:00	1.09092	1.09107	1.09011	1.09012	2244	0	0
2024.07.12	19:00:00	1.09012	1.09053	1.09005	1.09046	1690	0	0
2024.07.12	20:00:00	1.09047	1.09073	1.09010	1.09063	1051	0	1
2024.07.12	21:00:00	1.09063	1.09066	1.09010	1.09063	1053	0	1
2024.07.12	22:00:00	1.09062	1.09113	1.09048	1.09064	1398	0	1
2024.07.12	23:00:00	1.09065	1.09079	1.09038	1.09055	720	0	1
2024.07.15	00:00:00	1.08860	1.08955	1.08818	1.08898	558	0	1
2024.07.15	01:00:00	1.08899	1.08927	1.08845	1.08870	1030	0	0
2024.07.15	02:00:00	1.08871	1.08883	1.08833	1.08857	864	0	1
2024.07.15	03:00:00	1.08858	1.08888	1.08834	1.08882	1190	0	0
2024.07.15	04:00:00	1.08883	1.08900	1.08859	1.08897	1164	0	1
2024.07.15	05:00:00	1.08897	1.08919	1.08864	1.08917	884	0	0
2024.07.15	06:00:00	1.08917	1.08957	1.08907	1.08940	736	0	1
2024.07.15	07:00:00	1.08940	1.08947	1.08925	1.08936	547	0	0
2024.07.15	08:00:00	1.08935	1.08960	1.08925	1.08943	652	0	1
2024.07.15	09:00:00	1.08943	1.08961	1.08860	1.08893	1749	0	1
2024.07.15	10:00:00	1.08898	1.08964	1.08836	1.08957	2166	0	0
2024.07.15	11:00:00	1.08958	1.09093	1.08957	1.09083	1820	0	0
2024.07.15	12:00:00	1.09083	1.09151	1.09068	1.09129	1728	0	0
2024.07.15	13:00:00	1.09129	1.09202	1.09049	1.09098	1912	0	0
2024.07.15	14:00:00	1.09095	1.09149	1.09053	1.09055	1953	0	1
2024.07.15	15:00:00	1.09055	1.09087	1.09019	1.09072	2181	0	0
2024.07.15	16:00:00	1.09073	1.09165	1.09067	1.09152	2422	0	0
2024.07.15	17:00:00	1.09152	1.09177	1.09076	1.09171	2499	0	0
2024.07.15	18:00:00	1.09171	1.09222	1.09100	1.09118	2114	0	1
2024.07.15	19:00:00	1.09116	1.09171	1.09000	1.09062	2418	0	0
2024.07.15	20:00:00	1.09062	1.09063	1.08933	1.08947	2525	0	0
2024.07.15	21:00:00	1.08948	1.09018	1.08933	1.09015	1610	0	0
2024.07.15	22:00:00	1.09012	1.09013	1.08961	1.08988	1795	0	1
2024.07.15	23:00:00	1.08989	1.08992	1.08933	1.08937	849	0	1
2024.07.16	00:00:00	1.08884	1.08971	1.08884	1.08957	264	0	1
2024.07.16	01:00:00	1.08957	1.08964	1.08941	1.08944	508	0	0
2024.07.16	02:00:00	1.08944	1.08986	1.08944	1.08981	528	0	1
2024.07.16	03:00:00	1.08983	1.08983	1.08909	1.08913	1058	0	0
2024.07.16	04:00:00	1.08915	1.08933	1.08903	1.08924	1194	0	0
2024.07.16	05:00:00	1.08925	1.08933	1.08886	1.08910	798	0	0
2024.07.16	06:00:00	1.08908	1.08941	1.08908	1.08930	691	0	0
2024.07.16	07:00:00	1.08930	1.08945	1.08917	1.08924	566	0	0
2024.07.16	08:00:00	1.08925	1.08926	1.08872	1.08886	856	0	1
2024.07.16	09:00:00	1.08885	1.08908	1.08834	1.08886	1725	0	0
2024.07.16	10:00:00	1.08885	1.09003	1.08885	1.08991	2107	0	0
2024.07.16	11:00:00	1.08991	1.09027	1.08939	1.09003	2083	0	1
2024.07.16	12:00:00	1.09003	1.09041	1.08938	1.08979	2140	0	0
2024.07.16	13:00:00	1.08979	1.09030	1.08959	1.08988	1498	0	0
2024.07.16	14:00:00	1.08989	1.09038	1.08944	1.09020	1598	0	1
2024.07.16	15:00:00	1.09021	1.09055	1.08757	1.08807	2892	0	0
2024.07.16	16:00:00	1.08810	1.08832	1.08715	1.08832	2674	0	0
2024.07.16	17:00:00	1.08832	1.08848	1.08731	1.08784	2582	0	0
2024.07.16	18:00:00	1.08785	1.08861	1.08784	1.08844	2265	0	1
2024.07.16	19:00:00	1.08845	1.08890	1.08813	1.08888	1713	0	1
2024.07.16	20:00:00	1.08888	1.08923	1.08877	1.08920	1227	0	1
2024.07.16	21:00:00	1.08919	1.08972	1.08904	1.08957	1228	0	0
2024.07.16	22:00:00	1.08958	1.09028	1.08953	1.09017	1255	0	1
2024.07.16	23:00:00	1.09017	1.09027	1.08974	1.08987	767	0	1
2024.07.17	00:00:00	1.08968	1.08994	1.08958	1.08984	221	0	1
2024.07.17	01:00:00	1.08980	1.09021	1.08972	1.09021	517	0	0
2024.07.17	02:00:00	1.09021	1.09029	1.09001	1.09021	674	0	1
2024.07.17	03:00:00	1.09021	1.09029	1.08958	1.08976	998	0	0
2024.07.17	04:00:00	1.08976	1.09029	1.08955	1.09023	1046	0	1
2024.07.17	05:00:00	1.09024	1.09069	1.09009	1.09043	761	0	1
2024.07.17	06:00:00	1.09043	1.09063	1.09004	1.09063	757	0	1
2024.07.17	07:00:00	1.09063	1.09067	1.09020	1.09030	600	0	1
2024.07.17	08:00:00	1.09030	1.09068	1.09008	1.09048	993	0	0
2024.07.17	09:00:00	1.09046	1.09055	1.08974	1.08974	2120	0	0
2024.07.17	10:00:00	1.08974	1.09134	1.08950	1.09081	2940	0	1
2024.07.17	11:00:00	1.09085	1.09436	1.09076	1.09417	2917	0	0
2024.07.17	12:00:00	1.09419	1.09448	1.09358	1.09437	2668	0	0
2024.07.17	13:00:00	1.09436	1.09447	1.09302	1.09307	1791	0	0
2024.07.17	14:00:00	1.09307	1.09419	1.09289	1.09347	2061	0	0
2024.07.17	15:00:00	1.09343	1.09440	1.09320	1.09424	2531	0	0
2024.07.17	16:00:00	1.09424	1.09480	1.09355	1.09387	3051	0	0
2024.07.17	17:00:00	1.09386	1.09387	1.09314	1.09324	3209	0	0
2024.07.17	18:00:00	1.09324	1.09361	1.09276	1.09324	2319	0	0
2024.07.17	19:00:00	1.09324	1.09336	1.09237	1.09296	2129	0	1
2024.07.17	20:00:00	1.09298	1.09363	1.09283	1.09312	1673	0	0
2024.07.17	21:00:00	1.09313	1.09395	1.09304	1.09369	1480	0	1
2024.07.17	22:00:00	1.09367	1.09397	1.09347	1.09362	1432	0	0
2024.07.17	23:00:00	1.09361	1.09400	1.09350	1.09388	571	0	0
2024.07.18	00:00:00	1.09380	1.09390	1.09375	1.09384	104	0	1
2024.07.18	01:00:00	1.09384	1.09398	1.09382	1.09396	407	0	1
2024.07.18	02:00:00	1.09396	1.09410	1.09386	1.09403	793	0	1
2024.07.18	03:00:00	1.09402	1.09408	1.09366	1.09370	1057	0	0
2024.07.18	04:00:00	1.09370	1.09391	1.09340	1.09343	1415	0	0
2024.07.18	05:00:00	1.09343	1.09358	1.09320	1.09349	1029	0	1
2024.07.18	06:00:00	1.09350	1.09364	1.09323	1.09328	917	0	0
2024.07.18	07:00:00	1.09329	1.09363	1.09317	1.09335	883	0	0
2024.07.18	08:00:00	1.09335	1.09382	1.09327	1.09370	1110	0	0
2024.07.18	09:00:00	1.09367	1.09371	1.09276	1.09311	1959	0	0
2024.07.18	10:00:00	1.09310	1.09351	1.09262	1.09314	2594	0	0
2024.07.18	11:00:00	1.09314	1.09386	1.09291	1.09306	2044	0	0
2024.07.18	12:00:00	1.09306	1.09317	1.09271	1.09308	1532	0	0
2024.07.18	13:00:00	1.09308	1.09361	1.09286	1.09329	1443	0	0
2024.07.18	14:00:00	1.09329	1.09332	1.09260	1.09275	1563	0	0
2024.07.18	15:00:00	1.09275	1.09370	1.09238	1.09285	2755	0	0
2024.07.18	16:00:00	1.09285	1.09291	1.09072	1.09114	3232	0	1
2024.07.18	17:00:00	1.09112	1.09165	1.09050	1.09147	2847	0	0
2024.07.18	18:00:00	1.09148	1.09182	1.09049	1.09122	2558	0	0
2024.07.18	19:00:00	1.09120	1.09163	1.09110	1.09160	2092	0	0
2024.07.18	20:00:00	1.09159	1.09164	1.09066	1.09069	1469	0	0
2024.07.18	21:00:00	1.09069	1.09074	1.08955	1.08989	1757	0	1
2024.07.18	22:00:00	1.08988	1.08999	1.08936	1.08969	2027	0	1
2024.07.18	23:00:00	1.08970	1.08987	1.08944	1.08959	650	0	0
2024.07.19	00:00:00	1.08955	1.08979	1.08920	1.08965	309	0	2
2024.07.19	01:00:00	1.08968	1.09001	1.08957	1.08974	541	0	0
2024.07.19	02:00:00	1.08975	1.09017	1.08966	1.09003	577	0	0
2024.07.19	03:00:00	1.09003	1.09003	1.08908	1.08920	1465	0	1
2024.07.19	04:00:00	1.08920	1.08947	1.08863	1.08876	1342	0	0
2024.07.19	05:00:00	1.08877	1.08923	1.08873	1.08917	1182	0	1
2024.07.19	06:00:00	1.08920	1.08922	1.08878	1.08884	782	0	1
2024.07.19	07:00:00	1.08884	1.08896	1.08861	1.08870	675	0	1
2024.07.19	08:00:00	1.08870	1.08904	1.08846	1.08890	1060	0	1
2024.07.19	09:00:00	1.08890	1.08896	1.08833	1.08850	1878	0	0
2024.07.19	10:00:00	1.08850	1.08904	1.08818	1.08878	2788	0	0
2024.07.19	11:00:00	1.08878	1.08878	1.08762	1.08791	2439	0	0
2024.07.19	12:00:00	1.08789	1.08846	1.08775	1.08805	1779	0	0
2024.07.19	13:00:00	1.08802	1.08863	1.08774	1.08841	1838	0	0
2024.07.19	14:00:00	1.08841	1.08934	1.08830	1.08931	1765	0	1
2024.07.19	15:00:00	1.08930	1.08941	1.08845	1.08890	2304	0	1
2024.07.19	16:00:00	1.08890	1.08897	1.08814	1.08815	2825	0	0
2024.07.19	17:00:00	1.08816	1.08901	1.08794	1.08896	2746	0	0
2024.07.19	18:00:00	1.08897	1.08900	1.08835	1.08880	1870	0	1
2024.07.19	19:00:00	1.08880	1.08911	1.08840	1.08849	1796	0	0
2024.07.19	20:00:00	1.08850	1.08854	1.08808	1.08839	1679	0	1
2024.07.19	21:00:00	1.08838	1.08846	1.08754	1.08787	1572	0	1
2024.07.19	22:00:00	1.08787	1.08823	1.08767	1.08793	1546	0	1
2024.07.19	23:00:00	1.08789	1.08839	1.08787	1.08839	796	0	0
2024.07.22	00:00:00	1.08880	1.08880	1.08796	1.08837	439	0	0
2024.07.22	01:00:00	1.08839	1.09001	1.08839	1.08998	688	0	0
2024.07.22	02:00:00	1.08998	1.09025	1.08984	1.08989	1164	0	1
2024.07.22	03:00:00	1.08989	1.08997	1.08924	1.08939	1044	0	0
2024.07.22	04:00:00	1.08939	1.08950	1.08847	1.08865	1108	0	1
2024.07.22	05:00:00	1.08862	1.08952	1.08846	1.08927	1243	0	0
2024.07.22	06:00:00	1.08927	1.08937	1.08907	1.08915	688	0	0
2024.07.22	07:00:00	1.08915	1.08926	1.08870	1.08874	688	0	1
2024.07.22	08:00:00	1.08875	1.08876	1.08824	1.08846	891	0	1
2024.07.22	09:00:00	1.08842	1.08903	1.08788	1.08808	2370	0	0
2024.07.22	10:00:00	1.08809	1.08880	1.08804	1.08872	2520	0	0
2024.07.22	11:00:00	1.08873	1.08925	1.08847	1.08880	1881	0	1
2024.07.22	12:00:00	1.08881	1.08954	1.08869	1.08919	1508	0	0
2024.07.22	13:00:00	1.08918	1.08927	1.08854	1.08894	1714	0	0
2024.07.22	14:00:00	1.08893	1.08910	1.08839	1.08856	1585	0	1
2024.07.22	15:00:00	1.08856	1.08887	1.08750	1.08781	2294	0	0
2024.07.22	16:00:00	1.08783	1.08862	1.08754	1.08804	2270	0	0
2024.07.22	17:00:00	1.08804	1.08856	1.08731	1.08845	2366	0	0
2024.07.22	18:00:00	1.08846	1.08863	1.08766	1.08798	2242	0	0
2024.07.22	19:00:00	1.08797	1.08868	1.08790	1.08863	1604	0	0
2024.07.22	20:00:00	1.08866	1.08917	1.08864	1.08901	1417	0	1
2024.07.22	21:00:00	1.08902	1.08905	1.08877	1.08896	1144	0	1
2024.07.22	22:00:00	1.08896	1.08896	1.08855	1.08871	998	0	1
2024.07.22	23:00:00	1.08871	1.08907	1.08861	1.08902	1087	0	0
2024.07.23	00:00:00	1.08887	1.08929	1.08823	1.08893	475	0	5
2024.07.23	01:00:00	1.08902	1.08921	1.08902	1.08909	449	0	1
2024.07.23	02:00:00	1.08909	1.08913	1.08889	1.08889	469	0	1
2024.07.23	03:00:00	1.08889	1.08925	1.08871	1.08897	1220	0	1
2024.07.23	04:00:00	1.08897	1.08940	1.08874	1.08887	1217	0	0
2024.07.23	05:00:00	1.08887	1.08937	1.08883	1.08919	932	0	1
2024.07.23	06:00:00	1.08921	1.08967	1.08918	1.08943	902	0	1
2024.07.23	07:00:00	1.08943	1.08948	1.08906	1.08908	672	0	0
2024.07.23	08:00:00	1.08908	1.08912	1.08880	1.08899	737	0	1
2024.07.23	09:00:00	1.08899	1.08902	1.08791	1.08848	1578	0	0
2024.07.23	10:00:00	1.08849	1.08887	1.08740	1.08761	2428	0	0
2024.07.23	11:00:00	1.08761	1.08823	1.08680	1.08778	2229	0	0
2024.07.23	12:00:00	1.08778	1.08781	1.08660	1.08672	1817	0	0
2024.07.23	13:00:00	1.08671	1.08689	1.08564	1.08614	2159	0	0
